type,job_title,job_area,salary_bot,salary_top,year,education,company_title,company_info,skill,publis_name,welfare
架构师,软件架构师,上海,25000,31250,5-10,本科,南京芯驰半导体,半导体/芯片B轮100-499人,软件架构, 奚女士,通讯补贴，餐补，团建聚餐，交通补助，节日福利，补充医疗保险，生日福利，带薪年假，股票期权，年终奖，零食下午茶，五险一金，定期体检，意外险
架构师,架构师Java,宁波,20000,25000,5-10,本科,派联,互联网未融资20-99人,Java Spring 架构师, 钱先生,全勤奖，定期体检，交通补助，餐补，补充医疗保险，年终奖，五险一金，节日福利，带薪年假，员工旅游
架构师,java架构师,郑州,15000,25000,5-10,本科,上海硕诺科技,计算机软件不需要融资20-99人,架构师 Java 多线程 分布式技术 SQL 微服务架构 WMS TMS, 房女士,加班补助，员工旅游，定期体检，五险一金，带薪年假，年终奖
架构师,架构师(Saas),深圳,27083,43333,5-10,本科,数位大数据,大数据D轮及以上100-499人,Java 微服务架构 SAAS, 何女士,年终奖，股票期权，带薪年假，节日福利，员工旅游，五险一金，零食下午茶，定期体检
架构师,资深架构师,深圳,50000,87500,5-10,本科,今日头条,互联网未融资10000人以上,Java C语言 Go 微服务架构 分布式技术 多进程 算法基础 平台架构, 吴先生,餐饮及下午茶，团建聚餐，节日礼品，年度体检，弹性工作制，补充医疗保险，零食下午茶，就近租房补贴，年终奖，定期体检，免费健身设施，家庭关爱假，五险一金，股票期权，家属自选保险，交通补助，餐补，意外险，法定节假日三薪，带薪年假
架构师,技术架构师,南京,27083,37916,5-10,本科,南京元古汇科技,计算机软件20-99人,Java SQL 负载均衡技术 分布式技术 消息队列 多线程 Spring SSM, 王女士,零食下午茶，股票期权，通讯补贴，生日福利，节日福利，带薪年假，年终奖，全勤奖，餐补，交通补助，团建聚餐
架构师,交付架构师,北京,25000,45000,5-10,本科,领铄智能科技,计算机软件不需要融资20-99人,Java Python 容器技术 分布式技术 多线程 算法基础 数据结构, 何先生,意外险，五险一金，定期体检，年终奖，补充医疗保险
架构师,技术架构师,上海,35000,40833,5-10,本科,施耐德电气,其他行业已上市10000人以上,Java 供应链, 赵女士,定期体检，带薪年假，补充医疗保险，免费班车，股票期权，节日福利，五险一金，通讯补贴，年终奖
架构师,java架构师,天津,15000,25000,5-10,本科,九创天成,医疗器械未融资20-99人,Java 微服务架构 搜索引擎技术 分布式技术 Spring, 王女士,年终奖，定期体检，带薪年假，节假日加班费，餐补，夜班补助，团建聚餐，意外险，绩效奖金，底薪加提成，五险一金，节日福利，加班补助
架构师,软件架构师,嘉兴,9333,15166,5-10,本科,桃园科技,企业服务20-99人,Hadoop spark, 张女士,绩效奖金，生日福利，员工旅游，补充医疗保险，带薪年假，定期体检，餐补，交通补助，节日福利，通讯补贴，高温补贴，五险一金，有无线网，年终奖
架构师,软件架构师,嘉兴,18000,30000,5-10,本科,华芯,半导体/芯片B轮100-499人,系统架构规划, 张女士,餐补，住房补贴，加班补助，五险一金，通讯补贴，补充医疗保险，节日福利
架构师,高级架构师,西安,11000,18000,5-10,本科,博骋科技,大数据0-20人,微服务架构 云计算架构, 段女士, 
架构师,资深架构师,厦门,20000,30000,5-10,本科,大博医疗,医疗健康已上市1000-9999人,大数据架构 云计算架构 网站架构 平台架构 前端架构, 郑女士,五险一金，节日福利，带薪年假，免费班车，定期体检，加班补助，年终奖，补充医疗保险，股票期权，餐补，包吃，员工旅游
架构师,持续集成架构师,宁波,15000,30000,5-10,本科,吉利研究院,汽车研发/制造已上市10000人以上,Shell, 杨女士,餐补，零食下午茶，交通补助，住房补贴，免费工装，节日福利，年终奖，带薪年假，意外险，补充医疗保险，通讯补贴，五险一金，生日福利，定期体检，宿舍有空调，免费班车
架构师,java微服务架构师,西安,20000,25000,5-10,本科,中科医信,计算机软件不需要融资100-499人,, 周先生,五险一金，节日福利，补充医疗保险，餐补，带薪年假，员工旅游，交通补助，年终奖，定期体检，股票期权，加班补助
架构师,it架构师,十堰,7000,12000,5-10,本科,博彦科技,计算机软件已上市10000人以上,IT架构, 胡女士,定期体检，五险一金，节日福利，带薪年假，免费班车，年终奖
架构师,后端架构师,武汉,10000,20000,5-10,本科,南泥湾,电子商务A轮100-499人,系统架构 技术管理, 翟女士, 
架构师,软件架构师,宁波,30000,50000,5-10,本科,极氪智能科技,汽车研发/制造A轮10000人以上,BMS 软件架构, 高女士,餐补，生日福利，节日福利，带薪年假，通讯补贴，股票期权，工龄奖，定期体检，年终奖，高温补贴，补充医疗保险，交通补助，五险一金，住房补贴
架构师,.net架构师,青岛,23333,35000,5-10,本科,拓宇,计算机软件20-99人,微服务架构 分布式技术 C# Bootstrap Angular 大数据架构 云计算架构, 阎女士,工龄奖，节日福利，带薪年假，全勤奖，餐补，项目奖金，交通补助，生日福利，团建聚餐，年终奖，五险一金，绩效奖金，零食下午茶
架构师,资深架构师,上海,30000,60000,5-10,本科,上海易碳数字科技...,大数据A轮100-499人,Java Python Shell 数据结构 多线程 Spring SpringMVC Hibernate, 詹女士,带薪年假，交通补助，意外险，五险一金，员工旅游，高温补贴，节日福利，年终奖，生日福利，免费工装，股票期权，餐补，定期体检，团建聚餐，加班补助，零食下午茶，通讯补贴
架构师,技术架构师,上海,25666,32666,5-10,本科,奥哲,互联网C轮500-999人,Java SQL SpringBoot Spring 微服务架构 Vue, 吴先生,节日福利，带薪年假，定期体检，补充医疗保险，员工旅游，五险一金，交通补助，包吃，健身房，股票期权
架构师,首席架构师,广州,50000,60000,5-10,本科,省事熊,计算机软件未融资20-99人,Java Python 微服务架构 搜索引擎技术 分布式技术 平台架构, 陈女士,五险一金，通讯补贴，员工旅游，加班补助，全勤奖，带薪年假，补充医疗保险，股票期权，餐补，交通补助，年终奖，零食下午茶，节日福利，住房补贴，定期体检
架构师,方案架构师,珠海,18000,30000,5-10,本科,珠海博维,计算机软件未融资100-499人,方案架构师, 黄女士,高温补贴，补充医疗保险，带薪年假，夜班补助，节日福利，五险一金，团建聚餐，法定节假日三薪，节假日加班费，加班补助，零食下午茶，有无线网
架构师,hypervisor架构师,成都,32500,43333,5-10,本科,鲲宜软件,计算机软件A轮20-99人,虚拟机技术 C语言 QNX, 向女士,年终奖，五险一金，带薪年假，食堂
架构师,IC架构师,深圳,40000,60000,5-10,本科,珠海猎仁,互联网天使轮0-20人,soc risc-v IC, 郑女士,定期体检，五险一金
架构师,Java架构师,南昌,15000,20000,5-10,本科,上海牧集网络科技,企业服务不需要融资100-499人,Java 微服务架构 负载均衡技术 分布式技术 Spring Dubbo, 邓女士,生日福利，节假日加班费，员工旅游，绩效奖金，零食下午茶，团建聚餐，股票期权，带薪年假，意外险，节日福利，年终奖，法定节假日三薪，五险一金
架构师,资深架构师,无锡,17500,29166,5-10,本科,ntt data,计算机软件不需要融资1000-9999人,Java Go 微服务架构 负载均衡技术 服务器配置 分布式技术 多线程 Spring, 张女士,定期体检，带薪年假，加班补助，节假日加班费，免费班车，餐补，五险一金，补充医疗保险，年终奖，意外险，法定节假日三薪，交通补助，绩效奖金，团建聚餐，节日福利，员工旅游，生日福利
架构师,mes项目架构师,上海,25000,40000,5-10,本科,颢图智能,装卸搬运和仓储业天使轮100-499人,Java C语言, 周女士,五险一金，带薪年假，餐补，年终奖，法定节假日三薪，节假日加班费
架构师,前端架构师,北京,53333,93333,5-10,本科,京东工业,互联网未融资1000-9999人,Vue 前端架构 ToB 低代码, 李先生,餐补，补充医疗保险，定期体检，带薪年假，年终奖，免费班车，五险一金
架构师,数据架构师,深圳,28000,35000,5-10,本科,深圳市数康云信息...,医疗健康天使轮20-99人,大数据平台架构经验 数仓建设经验 大数据处理经验, 彭先生,节日福利，法定节假日三薪，零食下午茶，股票期权，员工旅游，有无线网，节假日加班费，绩效奖金，五险一金，夜班补助，交通补助，定期体检，带薪年假，餐补，团建聚餐，保底工资，补充医疗保险，生日福利，加班补助，年终奖
架构师,GIS技术架构师,上海,35000,65000,5-10,本科,万达信息,计算机软件已上市1000-9999人,GIS, 曹女士,五险一金，定期体检，年终奖，股票期权，带薪年假，免费班车，通讯补贴，节日福利
架构师,软件开发架构师,宁波,23333,35000,5-10,本科,酷卡科技,智能硬件天使轮20-99人,Java SQL JavaScript HTML CSS 服务器配置 Flutter 平台架构, 祝先生,股票期权，年终奖，工龄奖，带薪年假，员工旅游，五险一金，节日福利，加班补助，底薪加提成，定期体检
架构师,解决方案架构师,天津,8000,13000,5-10,本科,天津华兴科信科技,大数据20-99人,解决方案 售前 产品, 潘先生, 
架构师,解决方案架构师,杭州,33333,66666,5-10,本科,阿里巴巴集团,互联网已上市10000人以上,IM通讯, 喻女士,餐补，股票期权，年终奖，补充医疗保险，免费班车，员工旅游，五险一金，零食下午茶，节日福利，交通补助
架构师,C++架构师【偏终端】,西安,23333,35000,5-10,本科,格尔软件,信息安全已上市500-999人,QT JavaScript Go C语言, 杨先生,带薪年假，节日福利，五险一金，定期体检，年终奖
架构师,桌面端架构师,上海,40000,70000,5-10,本科,安世亚太,企业服务D轮及以上500-999人,MVC开发 MVC C语言 QT 前端架构 平台架构 OOD CAE/CAD、CAM, 田女士,带薪年假，补充医疗保险，定期体检，通讯补贴，节日福利，年终奖，餐补，五险一金，贡献奖，特色假期
架构师,高级软件架构师,深圳,25000,50000,5-10,本科,深圳镭沃智慧医疗集团,计算机软件未融资100-499人,Java PHP Python 嵌入式技术 网络协议 消息队列 Socket技术 网络交换技术, 郭先生,交通补助，团建聚餐，节假日加班费，保底工资
架构师,架构师(J10173),广州,25000,30000,5-10,本科,佰锐科技,互联网未融资100-499人,Java 微服务架构 SpringBoot SpringMVC 架构师, 谭女士,运动会，年终奖，节日福利，员工旅游，带薪年假，零食下午茶，五险一金
架构师,系统架构师,武汉,23333,46666,5-10,本科,佛吉亚(中国),汽车零部件不需要融资10000人以上,嵌入式技术, 施先生,生日福利，意外险，节日福利，绩效奖金，免费班车，五险一金，带薪年假，团建聚餐，补充医疗保险，交通补助，通讯补贴，法定节假日三薪，年终奖，定期体检
架构师,系统架构师,上饶,20000,35000,5-10,本科,上饶高投智城科技,互联网不需要融资0-20人,分布式技术 Java Python 微服务架构 容器技术 负载均衡技术 MVVM Vue, 卜女士,五险一金
架构师,aws云架构师,北京,20000,40000,5-10,本科,脉时云,互联网A轮20-99人,微服务架构 容器技术 云计算架构 大数据架构 平台架构 网络协议 Python Go, 王先生,定期体检，节日福利，零食下午茶，带薪年假，五险一金，员工旅游，补充医疗保险，年终奖，住房补贴，免费早餐，股票期权
架构师,资深硬件架构师,北京,60000,86666,5-10,本科,京东物流,物流/仓储已上市10000人以上,硬件架构师, 盛女士,交通补助，五险一金，餐补，补充医疗保险，加班补助，节日福利，带薪年假，定期体检，股票期权，免费班车，餐补，年终奖
架构师,中间件架构师,长沙,25000,37500,5-10,本科,中联重科,通用设备已上市10000人以上,分布式技术 中间件, 刘女士,通讯补贴，定期体检，五险一金，股票期权，带薪年假，免费班车，年终奖，包吃
架构师,软件架构师-船舶,上海,10000,15000,5-10,本科,上海研津实业有限公司,新能源0-20人,Java 微服务架构 负载均衡技术 分布式技术 消息队列 船舶 智能船舶, 杨先生, 
架构师,高级软件架构师,西安,19000,30000,5-10,本科,西控电气,通信/网络设备未融资20-99人,QT C语言 嵌入式技术 多进程 消息队列 网络编程 数据结构 平台架构, 李先生,零食下午茶，全勤奖，午休，节日福利，餐补，五险一金，员工旅游，加班补助，年终奖
架构师,产业架构师,深圳,15000,30000,5-10,本科,中科融合算力,计算机服务不需要融资20-99人,算法基础 数据结构 云服务 服务器配置 系统集成 SaaS/PaaS 阿里云相关认证 服务器/硬件, 金先生,补充医疗保险，五险一金
架构师,软件架构师,西安,20000,40000,5-10,本科,华为技术有限公司,计算机软件不需要融资10000人以上,架构师 分布式技术 微服务架构 负载均衡技术 容器技术 服务器配置 Spring, 王女士,餐补，补充医疗保险，带薪年假，离职补偿，定期体检，年终奖，股票期权，全勤奖，交通补助，加班补助，五险一金，住房补贴，节日福利，员工旅游，通讯补贴，零食下午茶，免费班车
架构师,软件架构师,广州,20000,35000,5-10,本科,广州美央创新科技,医疗器械不需要融资20-99人,容器技术 多线程 大数据架构 前端架构 平台架构 云计算架构 网站架构, 苏先生, 
架构师,高级架构师,佛山,21000,26833,5-10,本科,艾科技术,计算机软件未融资100-499人,微服务架构 分布式技术 消息队列, 朱女士,节日福利，带薪年假，五险一金，定期体检，员工旅游，艾运社
硬件工程师,大庆 硬件工程师,大庆,6500,11916,3-5,本科,六合伟业,仪器仪表未融资100-499人,嵌入式软件开发 嵌入式硬件开发 电气设计 电路设计 仿真调试 器件选型 仪器仪表工程师, 冯先生,节假日加班费，带薪年假，工龄奖，餐补，加班补助，员工旅游，五险一金，定期体检，法定节假日三薪，底薪加提成，团建聚餐，保底工资，节日福利，股票期权，年终奖，绩效奖金，免费工装，通讯补贴
硬件工程师,硬件工程师 (MJ000221),郑州,15000,20000,3-5,本科,优碧科技,智能硬件B轮100-499人,芯片/半导体/集成电路 电子电气/自动化相关专业 机械设计制造相关专业, 赵女士,年终奖，节日福利，五险一金，员工旅游，零食下午茶，绩效奖金，餐补，生日福利，团建聚餐，股票期权，带薪年假
硬件工程师,硬件工程师 (MJ000115),南京,13000,25000,3-5,本科,牧镭激光,电子/半导体/集成电路B轮100-499人,芯片/半导体/集成电路 电池/电源类产品 智能硬件/可穿戴设备, 许女士,通讯补贴，定期体检，员工旅游，补充医疗保险，带薪年假，节日福利，餐补，住房补贴，零食下午茶，交通补助，年终奖，股票期权，五险一金
硬件工程师,硬件工程师 PCB画板 电子工程师,合肥,7000,12000,3-5,本科,合肥沣林电子,电子/半导体/集成电路未融资20-99人,汽车硬件产品 芯片/半导体/集成电路 通信相关专业 电子电气/自动化相关专业 智能硬件/可穿戴设备 硬件开发经验, 李女士,全勤奖，住房补贴，餐补，生日福利，节日福利，法定节假日三薪，团建聚餐，工龄奖，绩效奖金
硬件工程师,硬件工程师,郑州,6000,10000,3-5,本科,信盈达,智能硬件未融资100-499人,电路设计 PCB工艺 单片机, 朱女士,五险一金，员工旅游，带薪年假，节日福利，全勤奖，定期体检，餐补，零食下午茶，年终奖
硬件工程师,硬件工程师,大庆,6000,8000,3-5,本科,精锐计量科技有限公司,机械设备/机电/重工未融资20-99人,芯片/半导体/集成电路 电路设计 器件选型 嵌入式硬件开发 信号发生器 万用表 示波器 单片机开发 PCB设计, 刘先生,补充医疗保险，加班补助，定期体检，员工旅游，全勤奖，五险一金，带薪年假，年终奖
硬件工程师,硬件工程师,北京,13000,25000,3-5,本科,华信佳音,医疗器械天使轮20-99人,智能硬件/可穿戴设备 音视频/显示类产品 芯片/半导体/集成电路 电子电气/自动化相关专业 硬件开发经验 计算机相关专业, 孙女士,五险一金，股票期权，员工旅游，节日福利
硬件工程师,硬件工程师,北京,15000,22000,3-5,本科,小e到家,电子商务D轮及以上100-499人,硬件开发经验 自助设备 无人货柜 STM32, 孙先生,节日福利，补充医疗保险，餐补，带薪年假，五险一金
硬件工程师,硬件工程师,武汉,13000,21666,3-5,本科,武汉海卓泰克科技,机械设备/机电/重工A轮0-20人,芯片/半导体/集成电路 电池/电源类产品 计算机相关专业 通信相关专业 电子电气/自动化相关专业, 闫先生,定期体检，全勤奖，团建聚餐，生日福利，年终奖，五险一金，带薪年假，绩效奖金，零食下午茶，有无线网
硬件工程师,硬件工程师,洛阳,6000,10000,3-5,本科,点维,仪器仪表/工业自动化未融资20-99人,单片机开发 PCB设计 电路设计 ARM开发 Keil 嵌入式硬件开发 Altium Designer, 王先生,五险一金，全勤奖，团建聚餐，加班补助，年终奖，节日福利，零食下午茶
硬件工程师,硬件工程师,南通,16000,22000,3-5,本科,诚源港务集团,物流/仓储不需要融资1000-9999人,硬件测试, 沙先生,节日福利，年终奖，餐补，定期体检，包吃，五险一金，员工旅游，通讯补贴，交通补助
硬件工程师,硬件工程师,哈尔滨,8000,13000,3-5,本科,中睿科技,电子/半导体/集成电路20-99人,芯片/半导体/集成电路 通信相关专业 电子电气/自动化相关专业, 张女士, 
硬件工程师,硬件工程师,深圳,15000,30000,3-5,本科,豪恩汽车电子,其他行业已上市1000-9999人,汽车硬件产品 硬件开发经验 硬件项目管理经验 英语读写能力良好 超声波雷达 车载摄像头 ADAS, 张先生,节日福利，健身房，补充医疗保险，宿舍有空调，运动俱乐部，免费工装，包吃，员工旅游，带薪年假，生日福利，五险一金，团建聚餐，年终奖，定期体检，全勤奖，零食下午茶，股票期权
硬件工程师,硬件工程师,深圳,15000,30000,3-5,本科,辰卓科技,通信/网络设备A轮100-499人,芯片/半导体/集成电路 手机/电脑/通讯终端 高速电路设计, 肖女士,定期体检，补充医疗保险，全勤奖，节假日加班费，五险一金，节日福利，股票期权，交通补助，带薪年假，法定节假日三薪，零食下午茶，绩效奖金，年终奖，免费工装，员工旅游，团建聚餐，餐补，加班补助
硬件工程师,硬件工程师,合肥,9750,11916,3-5,本科,科旭威尔,智能硬件A轮100-499人,电路设计, 刘女士,五险一金，通讯补贴，定期体检，带薪年假，年终奖，员工旅游，节日福利，加班补助，交通补助，餐补，零食下午茶
硬件工程师,硬件工程师,北京,16250,32500,3-5,本科,智芯仿真,电子/半导体/集成电路A轮20-99人,PCB设计 Cadence HFSS ADS 电路设计 芯片设计 芯片验证, 王女士,交通补助，带薪年假，定期体检，年终奖，股票期权，加班补助，五险一金，餐补，节日福利，零食下午茶
硬件工程师,硬件工程师,北京,15000,20000,3-5,本科,WISEMAY,电子/半导体/集成电路未融资20-99人,PCB设计 电路设计, 唐女士,五险一金，带薪年假，加班补助，定期体检，年终奖，零食下午茶，员工旅游，住房补贴，餐补
硬件工程师,硬件工程师,长春,9333,14000,3-5,本科,长光辰芯光电,半导体/芯片A轮100-499人,芯片/半导体/集成电路, 孟先生,包吃，员工旅游，餐补，五险一金，股票期权，节日福利，带薪年假，年终奖
硬件工程师,硬件工程师,大连,6000,11000,3-5,本科,柒润,服装/纺织0-20人,硬件工程师 电路设计 电子半导体 电子工程师 光学工程师 电子元器件工程师 硬件测试 电器/数码产品研发, 孙先生, 
硬件工程师,硬件工程师,广州,21250,28750,3-5,本科,乾德生物,医疗器械不需要融资100-499人,STM32 步进电机 无刷电机 医疗器械, 唐先生,五险一金，定期体检，带薪年假，节日福利
硬件工程师,硬件工程师,合肥,17500,22500,3-5,本科,阳光电源股份有限公司,新能源已上市1000-9999人,芯片/半导体/集成电路 电子电气/自动化相关专业 硬件开发经验, 李先生,包吃，定期体检，带薪年假，免费班车，员工旅游，节假日加班费，宿舍有空调，通讯补贴，五险一金，节日福利，员工宿舍，工龄奖，团建聚餐，加班补助，绩效奖金，交通补助，补充医疗保险，包住，餐补，年终奖
硬件工程师,硬件工程师,北京,15000,30000,3-5,本科,拓目科技,计算机软件未融资20-99人,音视频/显示类产品 PCB设计 硬件调试 原理图设计, 王女士,补充医疗保险，加班补助，全勤奖，年终奖，交通补助，零食下午茶，定期体检，带薪年假，员工旅游，五险一金
硬件工程师,硬件工程师,上海,9000,14000,3-5,本科,炙云科技,新能源未融资20-99人,电池/电源类产品 硬件开发经验 电子电气/自动化相关专业 硬件项目管理经验, 陶女士,生日福利，绩效奖金，员工旅游，有无线网，五险一金，定期体检，通讯补贴，意外险，餐补，工龄奖，节日福利，夜班补助，带薪年假，团建聚餐，加班补助，零食下午茶，年终奖
硬件工程师,硬件工程师,苏州,12833,25666,3-5,本科,东大医械所,医疗器械未融资20-99人,硬件工程师 电子工程师, 叶女士,交通补助，通讯补贴，生日福利，五险一金，团建聚餐，餐补，员工旅游，带薪年假，节日福利，定期体检，年终奖
硬件工程师,硬件工程师,金华,7000,11000,3-5,本科,塔石物联网,通信/网络设备未融资20-99人,硬件开发经验, 杨女士,团建聚餐，全勤奖，餐补，员工旅游，带薪年假，节日福利，定期体检，年终奖，五险一金，加班补助
硬件工程师,硬件工程师,南昌,4000,9000,3-5,本科,浩鼎,计算机软件不需要融资20-99人,手机/电脑/通讯终端 智能硬件/可穿戴设备 计算机相关专业 硬件项目管理经验, 罗女士,节日福利，股票期权，员工旅游，通讯补贴，住房补贴，五险一金，年终奖，带薪年假，餐补，加班补助
硬件工程师,硬件工程师,深圳,13000,20000,3-5,本科,山龙智控,智能硬件B轮20-99人,电子电气/自动化相关专业 硬件开发经验 机械设计制造相关专业, 刘女士,团建聚餐，高温补贴，员工旅游，节假日加班费，五险一金，宿舍有空调，加班补助，年终奖，节日福利，带薪年假，全勤奖，餐补，生日福利，股票期权
硬件工程师,硬件工程师,南京,10000,15000,3-5,本科,无双科技,机械设备/机电/重工未融资0-20人,智能硬件/可穿戴设备 芯片/半导体/集成电路 计算机相关专业 机械设计制造相关专业 硬件开发经验, 李先生,员工旅游，绩效奖金，保底工资，有无线网，五险一金
硬件工程师,硬件工程师,武汉,9000,14000,3-5,本科,中软国际,计算机软件已上市10000人以上,硬件开发经验 电路设计 元器件选型 PCB, 王先生,节日福利，加班补助，员工旅游，定期体检，年终奖，带薪年假，五险一金，免费班车，零食下午茶，餐补
硬件工程师,硬件工程师,北京,21666,43333,3-5,本科,聚创造,互联网金融天使轮0-20人,电路设计 STM32 SOC 电子电气/自动化相关专业 智能硬件/可穿戴设备 硬件开发经验, 廖先生,年终奖，五险一金，通讯补贴，股票期权，带薪年假
硬件工程师,硬件工程师,杭州,14000,17500,1-3,本科,飞航智能,计算机硬件未融资20-99人,硬件开发经验 硬件项目管理经验, 郑先生,节日福利，高温补贴，定期体检，保底工资，绩效奖金，团建聚餐，五险一金，夜班补助，带薪年假，年终奖
硬件工程师,硬件工程师,深圳,23333,40833,1-3,本科,西弥斯医疗科技,医疗器械B轮100-499人,智能硬件/可穿戴设备 芯片/半导体/集成电路 音视频/显示类产品 机械设计制造相关专业 硬件开发经验 熟悉moss管、运放 军工类、航天类 船舶类, 孔女士,股票期权，定期体检，餐补，零食下午茶，员工旅游，绩效奖金，五险一金，带薪年假，节日福利，团建聚餐，年终奖，有无线网
硬件工程师,硬件工程师,南京,8000,10000,1-3,本科,腾亚精工,原材料及加工/模具500-999人,PCB, 吴先生, 
硬件工程师,硬件工程师,大庆,4000,5000,1-3,本科,东鼎仪器,仪器仪表未融资20-99人,单片机开发 器件选型 电子元器件工程师, 韩女士,五险一金
硬件工程师,硬件工程师,深圳,22000,40000,1-3,本科,山海半导体,电子/半导体/集成电路A轮20-99人,芯片/半导体/集成电路 芯片测试 芯片验证 硬件设计, 毛女士,补充医疗保险，节日福利，绩效奖金，年终奖，补充公积金，团建聚餐，生日福利，员工旅游，租房补贴，定期体检，餐补，带薪年假，五险一金，意外险，零食下午茶
硬件工程师,硬件工程师,北京,12000,24000,1-3,本科,一造,电子/半导体/集成电路未融资20-99人,硬件开发经验 通信相关专业 电子电气/自动化相关专业 PCB设计 原理图 STM32, 刘先生, 
硬件工程师,硬件工程师,深圳,18000,22000,1-3,本科,深圳勇创成科技公司,电子商务未融资100-499人,汽车硬件产品 芯片/半导体/集成电路 电池/电源类产品 电子电气/自动化相关专业 硬件开发经验, 陈女士,住房补贴，生日福利，绩效奖金，餐补，五险一金，零食下午茶，节日福利，员工旅游
硬件工程师,硬件工程师,东莞,8000,13000,1-3,本科,美康仕,电子/半导体/集成电路不需要融资100-499人,计算机相关专业 通信相关专业 机械设计制造相关专业, 梁女士,五险一金
硬件工程师,硬件工程师,北京,21666,32500,1-3,本科,中科搏锐,医疗健康A轮20-99人,电子电气/自动化相关专业 硬件开发经验 通信相关专业, 孙女士,生日福利，绩效奖金，保底工资，股票期权，团建聚餐，带薪年假，餐补，节日福利，全勤奖，零食下午茶，五险一金，加班补助，年终奖，定期体检，节假日加班费，有无线网
硬件工程师,硬件工程师,深圳,15000,30000,1-3,本科,摩通传动与控制,自动化设备A轮20-99人,电池/电源类产品 电子电气/自动化相关专业 硬件开发经验, 侯先生,宿舍有空调，股票期权，定期体检，意外险，节日福利，补充医疗保险，生日福利，带薪年假，员工旅游，免费工装，年终奖，零食下午茶，五险一金，有无线网
硬件工程师,硬件工程师,北京,5000,10000,1-3,本科,米萌智能科技,智能硬件未融资0-20人,硬件测试和开发 电子电气/自动化相关专业 智能硬件/可穿戴设备 硬件开发经验 计算机相关专业, 郭先生,五险一金，员工旅游，年终奖，带薪年假，股票期权
硬件工程师,硬件工程师,北京,17500,21000,1-3,本科,国信蓝盾,计算机软件不需要融资20-99人,硬件项目管理经验 硬件开发经验 军工 航天, 杨女士,年终奖，节日福利，定期体检，生日福利，带薪年假，补充医疗保险，五险一金
硬件工程师,硬件工程师,南京,9000,14000,1-3,本科,双京电博机器人研究院,机械设备/机电/重工20-99人,智能硬件/可穿戴设备, 侯女士,节日福利，五险一金
硬件工程师,硬件工程师,徐州,8750,15000,1-3,本科,江苏云意电气股份...,汽车零部件已上市1000-9999人,汽车硬件产品, 杜先生,免费班车，定期体检，五险一金，全勤奖，带薪年假，股票期权，住房补贴，加班补助，员工旅游，餐补，年终奖，节日福利
硬件工程师,硬件工程师,北京,11000,20000,1-3,本科,航宇伟创,智能硬件未融资20-99人,万用表 示波器 电路设计, 张女士,带薪年假，加班补助，年终奖，节日福利，五险一金
硬件工程师,硬件工程师,南京,16333,25666,1-3,本科,均胜群英,汽车零部件未融资1000-9999人,汽车硬件产品 电池/电源类产品, 梁女士,五险一金，带薪年假，年终奖，餐补，定期体检，通讯补贴，零食下午茶，交通补助，节日福利
硬件工程师,硬件工程师,哈尔滨,5000,9000,1-3,本科,海博数据科技,电子商务0-20人,通信相关专业 智能硬件/可穿戴设备 计算机相关专业 手机/电脑/通讯终端, 吕先生, 
硬件工程师,硬件工程师,杭州,12000,20000,1-3,本科,杭途科技,仪器仪表/工业自动化未融资100-499人,硬件工程师 电气工程师 PCB工艺 FPGA开发 Cadence 焊接工程师, 王女士,零食下午茶，员工旅游，五险一金，年终奖，通讯补贴，带薪年假，加班补助，包吃，节日福利，定期体检
硬件工程师,硬件工程师,青岛,16250,32500,1-3,本科,青岛鼎信,仪器仪表/工业自动化已上市1000-9999人,电池/电源类产品 通信相关专业 电子电气/自动化相关专业 硬件开发经验, 王先生,带薪年假，餐补，年终奖，五险一金，通讯补贴，免费宿舍，定期体检，股票期权
硬件工程师,硬件工程师,石家庄,8000,12000,1-3,本科,常青藤银发实业集团,生活服务（O2O）不需要融资100-499人,硬件 产品, 王女士,节日福利，五险
硬件工程师,硬件工程师,西安,11000,22000,1-3,本科,西安云裳御风控制技术,电子/半导体/集成电路未融资0-20人,电路设计 单片机开发 ARM开发 芯片设计 嵌入式技术 硬件, 买先生,团建聚餐，生日福利，五险一金，年终奖
硬件工程师,硬件工程师,天津,10000,15000,1-3,本科,昊野科技,智能硬件未融资100-499人,电气工程师 驱动开发 嵌入式技术 硬件 电路设计 PCB设计 器件选型 PLC程序设计, 范先生,餐补，免费班车，员工旅游，生日福利，股票期权，带薪年假，节日福利，加班补助，全勤奖，交通补助，通讯补贴，五险一金，年终奖
硬件工程师,硬件工程师,青岛,10000,15000,1-3,本科,意想意创,文化艺术/娱乐未融资20-99人,电路设计 单片机开发 硬件工程师 电气工程师 Protel Altium Designer 智能硬件 物联网, 刘先生,节日福利，年终奖，餐补，五险一金，培训，带薪年假，保底工资，团建聚餐，绩效奖金，零食下午茶，员工旅游，股票期权
硬件工程师,硬件工程师,深圳,16000,20000,1-3,本科,新良田科技,智能硬件未融资100-499人,Layout工程师 硬件工程师 电子工程师, 邬女士,节日福利，定期体检，年终奖，加班补助，带薪年假，员工旅游，餐补，五险一金
硬件工程师,硬件工程师,珠海,16250,19500,1-3,本科,无境科技,智能硬件未融资20-99人,电子电气/自动化相关专业, 陈先生,全勤奖，加班补助，交通补助，年终奖，带薪年假，零食下午茶，股票期权，节日福利，员工旅游
